Pincode,AreaName,Sarvice Type,Transit Time,Rate group
133206,HIMACHAL PRADESH,ODA,4-6 Days,1
133207,AMBALA,ODA,2-4 Days,1
133301,CHANDIGARH,NORMAL,2-3 Days,1
133302,Baddi,ODA,2-4 Days,1
134001,AMBALA,NORMAL,2-3 Days,1
134002,AMBALA,NORMAL,2-3 Days,1
134003,AMBALA,NORMAL,2-3 Days,1
134007,AMBALA,NORMAL,2-3 Days,1
134101,CHANDIGARH,ODA,2-4 Days,1
134102,CHANDIGARH,ODA,2-4 Days,1
134103,CHANDIGARH,NORMAL,2-3 Days,1
134104,CHANDIGARH,NORMAL,2-3 Days,1
134107,CHANDIGARH,NORMAL,2-3 Days,1
134108,CHANDIGARH,NORMAL,2-3 Days,1
134109,CHANDIGARH,NORMAL,2-3 Days,1
134111,AMBALA,ODA,2-4 Days,1
134112,CHANDIGARH,NORMAL,2-3 Days,1
134113,CHANDIGARH,NORMAL,2-3 Days,1
134115,CHANDIGARH,NORMAL,2-3 Days,1
134116,CHANDIGARH,NORMAL,2-3 Days,1
134118,AMBALA,ODA,2-4 Days,1
134201,AMBALA,ODA,2-4 Days,1
134202,AMBALA,ODA,2-4 Days,1
134203,AMBALA,ODA,2-4 Days,1
134204,AMBALA,ODA,2-4 Days,1
134205,CHANDIGARH,ODA,2-4 Days,1
135001,HARYANA,NORMAL,2-3 Days,1
135002,HARYANA,NORMAL,2-3 Days,1
135003,HARYANA,ODA,2-3 Days,1
135021,HARYANA,ODA,2-3 Days,1
135101,HARYANA,NORMAL,2-3 Days,1
135102,HARYANA,ODA,2-3 Days,1
135103,HARYANA,ODA,2-3 Days,1
135105,HARYANA,NORMAL,2-3 Days,1
135106,HARYANA,ODA,2-3 Days,1
135133,HARYANA,ODA,2-3 Days,1
136027,AMBALA,ODA,2-4 Days,1
136034,AMBALA,ODA,2-4 Days,1
136118,AMBALA,ODA,2-4 Days,1
136119,AMBALA,ODA,2-4 Days,1
136128,AMBALA,ODA,2-4 Days,1
136131,AMBALA,ODA,2-4 Days,1
136132,AMBALA,ODA,2-4 Days,1
136135,AMBALA,ODA,2-4 Days,1
140001,CHANDIGARH,ODA,2-3 Days,1
140101,CHANDIGARH,ODA,2-3 Days,1
140102,CHANDIGARH,ODA,2-3 Days,1
140103,CHANDIGARH,ODA,2-3 Days,1
140104,CHANDIGARH,ODA,2-4 Days,1
140105,ZIRAKPUR,NORMAL,2-3 Days,1
140108,Baddi,ODA,2-4 Days,1
140109,Baddi,ODA,2-4 Days,1
140110,Baddi,ODA,2-4 Days,1
140111,CHANDIGARH,ODA,2-3 Days,1
140112,CHANDIGARH,ODA,2-3 Days,1
140113,Baddi,ODA,2-4 Days,1
140114,Baddi,ODA,2-4 Days,1
140115,CHANDIGARH,ODA,2-3 Days,1
140116,CHANDIGARH,ODA,2-3 Days,1
140117,CHANDIGARH,ODA,2-3 Days,1
140118,CHANDIGARH,ODA,2-3 Days,1
140119,CHANDIGARH,ODA,2-3 Days,1
140123,CHANDIGARH,ODA,2-3 Days,1
140124,PUNJAB,ODA,2-4 Days,1
140125,CHANDIGARH,ODA,2-3 Days,1
140126,CHANDIGARH,ODA,2-3 Days,1
140201,CHANDIGARH,NORMAL,2-3 Days,1
140301,CHANDIGARH,NORMAL,2-3 Days,1
140306,CHANDIGARH,NORMAL,2-3 Days,1
140307,CHANDIGARH,NORMAL,2-3 Days,1
140308,PUNJAB,ODA,2-4 Days,1
140401,PUNJAB,NORMAL,3-4 Days,1
140405,PUNJAB,NORMAL,2-3 Days,1
140406,PUNJAB,NORMAL,2-3 Days,1
140406,UTTAR PRADESH,NORMAL,2-3 Days,1
140407,CHANDIGARH,NORMAL,2-3 Days,1
140407,UTTAR PRADESH,NORMAL,2-3 Days,1
140412,CHANDIGARH,NORMAL,2-3 Days,1
140413,CHANDIGARH,ODA,2-3 Days,1
140417,PUNJAB,ODA,3-4 Days,1
140501,PUNJAB,NORMAL,2-4 Days,1
140506,AMBALA,ODA,2-4 Days,1
140507,PUNJAB,NORMAL,2-4 Days,1
140601,PUNJAB,ODA,3-4 Days,1
140602,CHANDIGARH,ODA,2-4 Days,1
140603,ZIRAKPUR,NORMAL,2-3 Days,1
140604,ZIRAKPUR,NORMAL,2-3 Days,1
140701,PUNJAB,ODA,3-4 Days,1
140702,AMBALA,ODA,2-4 Days,1
140802,PUNJAB,ODA,3-4 Days,1
140901,CHANDIGARH,ODA,2-4 Days,1
141000,LUDHIANA,NORMAL,2-3 Days,1
141001,LUDHIANA,NORMAL,2-3 Days,1
141002,LUDHIANA,NORMAL,2-3 Days,1
141003,LUDHIANA,NORMAL,2-3 Days,1
141004,LUDHIANA,NORMAL,2-3 Days,1
141005,LUDHIANA,NORMAL,2-3 Days,1
141006,LUDHIANA,NORMAL,2-3 Days,1
141007,LUDHIANA,NORMAL,2-3 Days,1
141008,LUDHIANA,NORMAL,2-3 Days,1
141009,LUDHIANA,NORMAL,2-3 Days,1
141010,LUDHIANA,NORMAL,2-3 Days,1
141011,LUDHIANA,NORMAL,2-3 Days,1
