Pincode,AreaName,Sarvice Type,Transit Time,Rate group
623544,TAMIL NADU,ODA,6-9 Days,1
623560,TAMIL NADU,ODA,6-9 Days,1
623561,TAMIL NADU,ODA,6-9 Days,1
623562,TAMIL NADU,ODA,6-9 Days,1
623565,TAMIL NADU,ODA,6-9 Days,1
623566,TAMIL NADU,ODA,6-9 Days,1
623601,TAMIL NADU,ODA,6-9 Days,1
623602,TAMIL NADU,ODA,6-9 Days,1
623603,TAMIL NADU,ODA,5-8 Days,1
623604,TAMIL NADU,ODA,5-8 Days,1
623605,TAMIL NADU,ODA,5-8 Days,1
623608,TAMIL NADU,ODA,6-9 Days,1
623611,TAMIL NADU,ODA,6-9 Days,1
623613,TAMIL NADU,ODA,6-9 Days,1
623701,TAMIL NADU,ODA,6-9 Days,1
623702,TAMIL NADU,ODA,6-9 Days,1
623703,TAMIL NADU,ODA,6-9 Days,1
623704,TAMIL NADU,ODA,6-9 Days,1
623705,TAMIL NADU,ODA,6-9 Days,1
623706,TAMIL NADU,ODA,6-9 Days,1
623707,TAMIL NADU,ODA,6-9 Days,1
623708,TAMIL NADU,ODA,6-9 Days,1
623709,TAMIL NADU,ODA,6-9 Days,1
623711,TAMIL NADU,ODA,6-9 Days,1
623712,TAMIL NADU,ODA,6-9 Days,1
623719,TAMIL NADU,ODA,6-9 Days,1
623801,TAMIL NADU,ODA,6-9 Days,1
623802,TAMIL NADU,ODA,6-9 Days,1
623804,TAMIL NADU,ODA,6-9 Days,1
623806,TAMIL NADU,ODA,6-9 Days,1
624001,TAMIL NADU,NORMAL,5-8 Days,1
624002,TAMIL NADU,NORMAL,5-8 Days,1
624003,TAMIL NADU,NORMAL,5-8 Days,1
624004,TAMIL NADU,NORMAL,5-8 Days,1
624005,TAMIL NADU,NORMAL,5-8 Days,1
624006,TAMIL NADU,NORMAL,5-8 Days,1
624007,TAMIL NADU,NORMAL,5-8 Days,1
624008,TAMIL NADU,NORMAL,5-8 Days,1
624010,TAMIL NADU,NORMAL,5-8 Days,1
624051,TAMIL NADU,ODA,6-9 Days,1
624054,TAMIL NADU,ODA,5-8 Days,1
624101,TAMIL NADU,ODA,5-8 Days,1
624102,TAMIL NADU,ODA,5-8 Days,1
624103,TAMIL NADU,ODA,5-8 Days,1
624112,TAMIL NADU,ODA,5-8 Days,1
624201,TAMIL NADU,ODA,5-8 Days,1
624202,TAMIL NADU,ODA,5-8 Days,1
624204,TAMIL NADU,ODA,5-8 Days,1
624206,TAMIL NADU,ODA,5-8 Days,1
624207,TAMIL NADU,ODA,5-8 Days,1
624208,TAMIL NADU,ODA,5-8 Days,1
624210,TAMIL NADU,ODA,6-9 Days,1
624211,TAMIL NADU,ODA,6-9 Days,1
624212,TAMIL NADU,ODA,6-9 Days,1
624213,TAMIL NADU,ODA,6-9 Days,1
624215,TAMIL NADU,ODA,6-9 Days,1
624216,TAMIL NADU,ODA,6-9 Days,1
624219,TAMIL NADU,ODA,6-9 Days,1
624220,TAMIL NADU,ODA,6-9 Days,1
624221,TAMIL NADU,ODA,6-9 Days,1
624225,TAMIL NADU,ODA,5-8 Days,1
624228,TAMIL NADU,ODA,5-8 Days,1
624301,TAMIL NADU,ODA,5-8 Days,1
624302,TAMIL NADU,ODA,5-8 Days,1
624303,TAMIL NADU,ODA,5-8 Days,1
624304,TAMIL NADU,ODA,5-8 Days,1
624305,TAMIL NADU,ODA,5-8 Days,1
624306,TAMIL NADU,ODA,5-8 Days,1
624307,TAMIL NADU,ODA,5-8 Days,1
624308,TAMIL NADU,ODA,5-8 Days,1
624309,TAMIL NADU,ODA,5-8 Days,1
624311,TAMIL NADU,ODA,5-8 Days,1
624312,TAMIL NADU,ODA,5-8 Days,1
624313,TAMIL NADU,ODA,5-8 Days,1
624314,TAMIL NADU,ODA,5-8 Days,1
624316,TAMIL NADU,ODA,6-9 Days,1
624401,TAMIL NADU,ODA,5-8 Days,1
624402,TAMIL NADU,ODA,5-8 Days,1
624403,TAMIL NADU,ODA,5-8 Days,1
624404,TAMIL NADU,ODA,5-8 Days,1
624405,TAMIL NADU,ODA,5-8 Days,1
624502,TAMIL NADU,ODA,5-8 Days,1
624507,TAMIL NADU,ODA,6-9 Days,1
624601,TAMIL NADU,ODA,5-8 Days,1
624610,TAMIL NADU,ODA,6-9 Days,1
624611,TAMIL NADU,ODA,6-9 Days,1
624612,TAMIL NADU,ODA,6-9 Days,1
624613,TAMIL NADU,ODA,6-9 Days,1
624614,TAMIL NADU,ODA,6-9 Days,1
624615,TAMIL NADU,ODA,6-9 Days,1
624616,TAMIL NADU,ODA,5-8 Days,1
624617,TAMIL NADU,ODA,5-8 Days,1
